Place,Location,Area,Rooms,Air Conditioning,Built-in Wardrobes,Elevator,Heating,Garage,Terrace,Price
Piso,Villa de Vallecas,65,2,1,1,1,1,1,0,249000
Piso,Tetuán,156,4,1,1,1,1,0,1,599000
Piso,Fuencarral,124,4,1,1,1,1,1,1,389000
Ático,Latina,97,3,1,1,1,1,1,0,330000
Piso,Salamanca,47,2,1,0,1,1,0,0,365000
Piso,Chamberí,91,4,0,0,1,1,0,0,639000
Piso,Centro,303,9,1,1,1,0,0,0,1900000
Piso,Centro,77,2,1,0,1,1,0,0,699000
Piso,Tetuán,61,1,1,1,1,1,1,0,235000
Piso,Ciudad Lineal,51,2,1,1,0,1,0,0,195000
Piso,Centro,123,4,0,0,1,1,0,0,800000
Piso,Centro,116,3,1,1,1,1,0,0,899000
Piso,Centro,78,3,0,0,1,1,0,0,380000
Piso,Retiro,106,3,0,1,1,1,0,0,545000
Piso,Chamberí,80,2,1,1,0,1,0,0,575000
Piso,San Blas,68,2,1,1,1,1,0,0,255000
Piso,Carabanchel,56,2,0,1,1,1,0,1,169000
Piso,Retiro,95,2,0,1,1,1,0,1,256000
Piso,Tetuán,42,1,0,0,0,1,0,0,169000
Piso,Chamartín,156,3,0,1,1,1,1,1,648000
Piso,Puente de Vallecas,84,2,1,1,1,1,0,1,199680
Piso,Latina,74,3,0,1,1,1,0,1,170000
Piso,Centro,115,3,1,1,1,1,0,0,859000
Piso,Carabanchel,55,1,1,1,0,1,0,1,180000
Piso,Centro,100,2,1,1,1,1,0,0,720000
Piso,Chamberí,224,5,1,1,1,0,1,0,1395000
Piso,Tetuán,146,3,1,0,0,0,0,0,798000
Piso,Ciudad Lineal,53,1,0,1,0,0,1,1,400000
Piso,Carabanchel,118,4,1,1,1,0,1,0,348000
Piso,Chamberí,80,2,1,1,1,1,0,0,378000
Piso,Ciudad Lineal,56,3,0,1,0,1,0,1,190000
Piso,Salamanca,140,3,1,1,1,1,1,0,595000
Piso,Arganzuela,130,2,0,1,1,0,1,0,435800
Dúplex,Chamartín,358,4,1,0,1,1,1,1,2490000
Piso,Chamberí,88,3,1,1,1,1,0,0,799000
Piso,Puente de Vallecas,76,3,0,0,0,1,0,1,167000
Piso,Villaverde,49,2,0,1,0,1,0,1,105000
Piso,Fuencarral,151,4,1,1,1,0,1,0,590000
Piso,Chamberí,378,4,1,1,1,0,1,1,4300000
Piso,Villaverde,103,3,0,1,1,1,0,1,194465
Piso,Retiro,91,3,0,1,1,1,0,0,643000
Piso,Centro,105,4,0,1,0,1,0,0,425000
Piso,Salamanca,120,2,1,1,1,1,0,0,980000
Piso,Moratalaz,90,3,0,1,1,1,0,1,259000
Piso,Moncloa,156,5,1,1,1,1,1,0,790000
Piso,Chamartín,287,4,0,1,1,1,1,1,2150000
Piso,Salamanca,116,2,1,1,1,1,1,0,1300000
Ático,Chamartín,91,2,1,1,1,1,0,0,415000
Piso,Fuencarral,83,2,1,1,1,1,1,0,460000
Piso,San Blas,69,3,0,0,1,1,0,1,175000
Piso,Carabanchel,99,2,0,1,1,1,0,1,345000
Piso,Chamartín,194,3,0,1,1,0,0,1,1045500
Piso,Villaverde,75,2,1,1,1,1,1,0,198000
Piso,Fuencarral,123,2,1,1,1,1,1,0,435000
Piso,Chamartín,300,4,0,0,1,1,1,1,1520000
Piso,Centro,246,5,0,0,1,0,1,1,1600000
Piso,Salamanca,69,2,0,0,0,1,0,0,360000
Piso,Hortaleza,70,2,1,1,1,1,0,0,240000
Piso,Salamanca,123,3,0,1,1,1,0,0,650000
Piso,Villaverde,64,2,0,0,0,0,0,1,106000
Piso,San Blas,95,2,1,1,1,1,1,0,330000
Piso,Salamanca,75,2,1,1,1,0,0,0,575000
Piso,Fuencarral,59,3,0,0,0,0,0,1,119000
Piso,Centro,35,1,0,1,0,1,0,0,175000
Piso,Ciudad Lineal,62,3,0,1,0,1,0,1,212500
Piso,Hortaleza,112,2,1,1,1,0,1,1,480000
Dúplex,Chamberí,93,2,1,1,0,0,0,0,423000
Piso,Centro,120,2,1,1,1,1,0,0,889000
Piso,Salamanca,146,3,1,1,1,1,1,0,1550000
Piso,San Blas,52,1,0,0,1,0,0,0,159000
Piso,Usera,61,3,0,0,1,0,0,0,119000
Piso,Centro,19,1,0,0,0,1,0,0,140000
Piso,Usera,60,2,0,1,0,0,0,0,122700
Piso,Villaverde,75,2,1,1,1,1,1,0,239900
Piso,Retiro,34,1,0,1,1,1,0,0,96300
Piso,Usera,96,2,0,1,1,1,0,1,220000
Piso,Centro,261,9,0,0,1,1,0,0,1147000
Piso,Moratalaz,170,3,1,1,1,1,0,1,465000
Piso,Tetuán,93,2,1,1,1,1,1,0,518500
Piso,Salamanca,76,2,1,1,1,1,0,0,849000
Piso,Arganzuela,83,1,1,1,1,1,1,0,340000
Piso,Chamartín,123,3,0,1,1,1,0,0,580000
Piso,Salamanca,277,4,1,0,1,1,0,0,3700000
Piso,Latina,76,2,0,1,0,1,0,1,159000
Piso,Hortaleza,346,4,1,1,1,1,1,1,1875000
Piso,Salamanca,473,4,1,0,1,0,1,0,7900000
Piso,Centro,106,2,1,1,1,1,0,0,839000
Piso,Carabanchel,72,2,1,1,0,1,0,0,142000
Ático,Tetuán,284,3,1,1,1,1,1,1,1700000
Piso,Chamberí,220,3,1,1,1,1,0,0,2375000
Piso,Ciudad Lineal,79,2,0,1,0,1,0,1,290000
Piso,Ciudad Lineal,82,2,1,1,1,1,0,1,269000
Piso,Villa de Vallecas,80,2,1,1,0,1,0,0,199000
Piso,Carabanchel,89,3,0,1,1,0,0,0,278920
Piso,Tetuán,152,3,1,0,1,1,0,1,1349000
Piso,Tetuán,47,1,1,1,0,1,0,0,165000
Piso,Barajas,100,3,0,0,1,0,0,1,349000
Piso,Ciudad Lineal,69,3,1,0,1,0,0,0,345000
Piso,Villaverde,51,1,1,1,1,1,1,0,149900
Piso,Usera,49,2,1,1,0,0,0,1,145200
Piso,Fuencarral,152,4,0,1,1,1,1,1,760000
Piso,Latina,124,4,1,1,1,1,0,1,389000
Piso,Vicálvaro,66,3,1,1,0,1,0,1,150000
Piso,Salamanca,52,1,1,1,1,1,0,0,395000
Piso,Puente de Vallecas,64,2,0,1,1,0,0,0,185000
Piso,Carabanchel,84,3,0,0,0,0,0,1,165000
Piso,Chamartín,335,4,1,1,1,1,0,1,2500000
Piso,Puente de Vallecas,71,3,1,0,0,0,0,1,137000
Piso,Barajas,53,2,1,1,0,1,0,1,168000
Piso,Salamanca,60,1,1,1,1,1,1,0,430000
Piso,Centro,50,1,0,1,1,1,0,0,208000
Piso,Centro,180,2,0,0,1,1,0,0,659000
Piso,Salamanca,200,4,1,1,1,0,0,0,1550000
Piso,Chamberí,97,3,0,1,1,0,0,0,695000
Piso,Usera,125,3,1,1,0,1,1,1,167000
Piso,Tetuán,35,1,0,1,1,0,0,0,150000
Piso,Usera,81,3,1,1,0,1,0,1,159900
Piso,Centro,77,2,1,1,1,1,0,0,699000
Piso,Arganzuela,22,1,1,0,0,0,0,0,184000
Piso,Centro,110,3,1,0,1,1,0,0,839000
Piso,Carabanchel,65,3,1,0,0,1,0,0,156000
Piso,Chamberí,442,7,1,1,1,1,1,1,2800000
Piso,Tetuán,320,4,1,1,1,1,1,1,1640000
Piso,Villa de Vallecas,115,4,1,1,1,1,0,1,234998
Piso,Centro,110,2,0,0,1,1,0,0,505000
Piso,Salamanca,129,3,0,1,1,0,0,1,1285000
Piso,Centro,110,4,0,1,1,1,0,0,880000
Piso,Villa de Vallecas,88,3,0,1,0,1,0,1,220000
Piso,Salamanca,111,2,0,1,1,1,0,1,462000
Piso,Tetuán,120,4,0,1,1,1,1,1,595000
Piso,Puente de Vallecas,133,3,0,0,1,0,0,0,250000
Piso,Latina,69,3,1,0,0,1,0,1,159900
Piso,Hortaleza,158,4,1,0,1,1,1,0,515000
Piso,Tetuán,34,2,0,1,0,1,0,0,135000
Piso,Puente de Vallecas,62,2,0,1,1,1,0,1,185000
Piso,San Blas,76,3,1,0,0,1,0,1,176000
Piso,Latina,65,2,0,0,1,1,0,0,164500
Piso,Tetuán,149,4,1,0,0,0,0,0,423273
Piso,Hortaleza,190,4,1,1,1,1,1,0,760000
Piso,San Blas,108,4,0,0,1,0,0,0,250000
Piso,Villaverde,75,3,1,0,0,1,1,1,142000
Piso,Villaverde,73,1,1,1,1,1,1,0,127500
Piso,Carabanchel,58,2,0,1,0,0,0,0,134999
Dúplex,Centro,119,2,1,1,0,1,0,0,410000
Piso,Centro,170,3,0,0,0,1,0,0,840000
Piso,Salamanca,80,2,1,1,1,0,0,0,690000
Piso,Salamanca,75,2,1,1,1,1,0,1,780000
Piso,Chamberí,134,3,1,1,1,1,0,0,825000
Dúplex,Tetuán,69,1,0,1,1,1,1,1,197600
Piso,Salamanca,124,3,1,1,1,1,1,0,1150000
Piso,Carabanchel,102,3,0,1,1,1,0,0,335000
Piso,Centro,87,3,1,0,1,1,0,1,719000
Piso,Chamberí,137,4,1,1,1,1,1,1,685000
Piso,Usera,55,1,1,1,0,1,0,1,135000
Piso,Ciudad Lineal,71,2,1,1,1,1,1,1,400000
Dúplex,Centro,76,2,1,1,1,1,0,0,360000
Piso,Arganzuela,58,1,0,0,1,0,0,0,260000
Piso,Tetuán,152,3,0,1,1,1,0,1,649000
Piso,Retiro,224,3,0,0,1,1,0,0,2200000
Piso,Usera,80,3,0,0,0,1,0,1,168000
Piso,Tetuán,72,2,0,1,1,1,0,1,280000
Ático,Centro,130,4,1,1,1,1,0,1,1630000
Piso,Arganzuela,52,1,1,0,1,0,0,0,245000
Piso,Salamanca,400,5,1,1,1,1,0,1,3390000
Piso,Salamanca,167,3,0,1,1,1,0,0,1850000
Piso,Carabanchel,63,2,1,1,0,1,0,1,130000
Piso,Arganzuela,193,4,0,1,1,1,0,1,690000
Piso,Salamanca,59,1,1,1,1,1,0,0,579000
Piso,Centro,47,1,1,1,1,1,1,0,310000
Piso,San Blas,87,3,1,1,1,1,1,1,368000
Piso,Centro,71,2,1,1,1,1,0,0,332500
Piso,Chamberí,52,1,0,1,1,1,0,1,280250
Piso,Salamanca,106,2,1,1,1,1,0,0,995000
Piso,Villaverde,84,3,0,0,1,1,0,1,139000
Piso,Ciudad Lineal,95,3,1,1,1,1,1,0,325000
Piso,Usera,96,2,0,1,1,1,0,1,239500
Piso,Retiro,115,3,0,1,1,1,1,1,530000
Loft,Tetuán,175,3,0,1,0,0,0,0,390000
Piso,Ciudad Lineal,93,2,1,1,1,1,1,0,450000
Piso,Arganzuela,42,1,1,1,0,0,0,0,179000
Piso,Ciudad Lineal,61,1,1,1,1,1,1,0,193000
Piso,Centro,193,3,0,0,1,1,0,0,999999
Piso,Latina,63,2,0,0,1,1,0,1,138000
Piso,Ciudad Lineal,72,2,1,1,1,1,0,0,284900
Piso,Villaverde,45,1,1,1,1,1,0,0,134900
Piso,Puente de Vallecas,77,2,0,1,0,0,0,1,149000
Piso,Chamartín,126,3,1,1,1,1,0,0,950000
Piso,Salamanca,114,3,1,0,1,1,1,0,990000
Piso,Carabanchel,58,2,0,0,0,0,0,1,172000
Piso,San Blas,47,1,1,1,1,1,1,0,169000
Piso,Arganzuela,148,4,0,0,1,1,0,1,585000
Piso,Hortaleza,85,3,0,1,1,1,0,1,245000
Piso,Tetuán,36,1,1,0,1,1,1,0,272000
Piso,Tetuán,178,4,1,1,1,1,1,1,595000
Piso,San Blas,93,2,1,1,1,1,1,1,336000
Piso,San Blas,58,1,0,0,1,0,0,0,237500
Piso,Centro,77,2,0,0,0,1,0,0,207000
Piso,Vicálvaro,97,2,1,0,0,0,0,0,316500
Piso,Carabanchel,107,3,1,1,1,1,1,1,269000
Piso,Chamberí,250,3,1,1,1,0,1,0,3000000
Piso,Villaverde,81,3,0,0,0,1,0,0,129000
Piso,Usera,121,2,1,1,1,1,1,1,284999
Piso,Salamanca,224,6,1,1,1,1,1,1,990000
Piso,Tetuán,120,3,1,1,1,1,0,1,950000
Piso,Arganzuela,52,2,1,1,1,1,0,0,265000
Piso,Salamanca,106,2,1,1,1,1,0,0,785000
Piso,Arganzuela,137,4,0,1,1,1,0,0,550000
Piso,Carabanchel,100,2,1,1,1,1,0,1,280000
Piso,Chamberí,180,4,0,0,1,1,0,0,850000
Piso,Ciudad Lineal,62,3,0,0,1,1,0,0,225000
Piso,Retiro,176,5,1,1,1,1,0,0,696000
Piso,Arganzuela,63,1,0,0,1,1,0,1,375000
Piso,Chamartín,166,4,1,0,1,1,1,1,1500000
Piso,Centro,130,2,0,1,1,1,0,0,735000
Piso,Centro,81,1,1,1,1,1,0,0,420000
Piso,Tetuán,85,3,0,1,1,1,1,0,375000
Piso,Tetuán,126,2,1,1,1,1,1,0,385000
Piso,Tetuán,280,4,1,1,1,1,1,0,1366000
Piso,Chamberí,58,1,1,1,1,1,0,1,340000
Piso,Centro,60,1,1,1,1,1,1,0,420000
Piso,Moncloa,79,4,1,0,1,0,0,0,685000
Piso,Puente de Vallecas,119,4,0,1,1,1,0,1,185000
Piso,Hortaleza,164,3,1,1,1,1,1,1,370000
Piso,Fuencarral,130,4,0,1,1,1,1,1,449000
Piso,Chamberí,88,2,1,1,0,1,0,0,349000
Piso,Latina,288,9,0,1,1,1,0,1,700000
Piso,Ciudad Lineal,91,3,0,0,1,1,0,0,160600
Piso,Chamartín,204,4,0,1,1,1,0,1,1090000
Piso,Villaverde,121,3,1,1,1,1,1,1,317520
Piso,Retiro,121,2,1,1,1,1,1,1,500000
Piso,Carabanchel,90,2,0,1,1,1,1,0,265000
Piso,San Blas,64,1,1,1,1,1,0,0,225000
Piso,Villa de Vallecas,94,2,0,0,1,1,0,0,169000
Piso,Centro,328,4,1,1,1,1,0,0,2150000
Piso,Arganzuela,82,3,0,1,1,1,0,0,330030
Piso,Carabanchel,90,3,0,1,0,1,0,0,124152
Piso,Chamberí,91,3,1,0,1,1,0,1,512000
Piso,Centro,146,4,1,1,1,1,0,1,768000
Dúplex,San Blas,140,3,1,1,1,1,1,1,417000
Piso,Chamberí,45,2,1,0,1,0,0,0,250000
Piso,Latina,50,2,1,1,0,1,0,0,159000
Piso,Centro,133,3,1,1,1,1,0,0,1019000
Piso,Fuencarral,76,2,0,0,0,1,0,0,199000
Piso,Puente de Vallecas,89,2,1,0,0,0,0,0,301000
Piso,Arganzuela,62,2,1,1,1,1,0,0,259000
Piso,Salamanca,87,2,1,1,0,0,0,1,575000
Piso,Tetuán,197,5,1,1,1,1,0,0,899000
Piso,Chamberí,60,2,1,1,1,1,0,0,420000
Piso,Centro,89,2,1,1,1,1,0,1,674900
Piso,Centro,98,2,1,1,1,1,0,0,899000
Piso,Ciudad Lineal,77,3,0,0,1,1,0,1,279000
Piso,Arganzuela,46,2,0,1,1,1,0,0,259000
Piso,Arganzuela,114,3,1,1,1,1,0,0,495000
Piso,Centro,131,4,0,0,1,1,0,0,695000
Piso,Chamartín,112,3,1,1,1,1,0,1,670000
Piso,Ciudad Lineal,78,3,1,0,1,1,0,1,220000
Piso,Vicálvaro,60,3,0,0,0,1,0,0,186000
Piso,Fuencarral,165,4,1,1,1,1,1,0,580000
Piso,Salamanca,98,3,1,1,1,1,0,0,880000
Piso,Hortaleza,339,4,1,1,1,1,1,1,1795000
Piso,Retiro,218,4,1,0,1,1,0,0,1800000
Piso,Centro,172,3,1,1,1,0,0,0,1590000
Piso,Arganzuela,74,1,1,1,1,1,0,0,285000
Piso,Centro,38,1,0,0,1,1,0,0,189000
Piso,Chamberí,306,4,1,1,1,1,0,0,2000000
Piso,Latina,106,3,1,1,1,1,1,0,265000
Piso,Moratalaz,122,4,1,1,1,1,0,1,373000
Piso,Fuencarral,275,4,0,1,1,1,1,1,890000
Ático,Centro,105,2,1,1,1,1,1,0,590000
Piso,Centro,160,3,1,1,1,1,0,0,950000
Piso,Usera,56,1,0,0,1,1,0,0,90000
Ático,Vicálvaro,185,4,1,1,1,1,1,1,539000
Piso,Retiro,81,4,0,0,1,0,0,0,340000
Piso,Hortaleza,79,3,0,0,1,1,0,1,267700
Piso,Carabanchel,92,3,1,1,1,1,0,0,295000
Piso,Tetuán,67,1,1,0,1,1,0,1,185000
Piso,Salamanca,141,3,1,1,1,1,0,0,1260000
Piso,Hortaleza,106,3,0,1,1,1,1,0,450000
Piso,Salamanca,108,4,0,1,1,1,0,0,388531
Piso,Centro,115,3,1,1,1,0,0,0,859000
Piso,Tetuán,89,2,1,1,1,1,0,0,485000
Piso,Tetuán,65,2,0,1,1,1,0,1,270000
Piso,Arganzuela,73,1,1,0,1,1,0,0,335000
Piso,San Blas,116,4,1,1,1,1,0,1,235000
Piso,Carabanchel,25,1,1,0,0,0,0,0,105000
Piso,Centro,111,3,1,1,1,1,0,0,849000
Ático,Arganzuela,120,2,1,1,1,1,1,1,595000
Piso,Hortaleza,88,2,1,1,1,0,1,0,405500
Piso,Centro,397,6,1,1,1,1,0,0,3499369
Piso,Villa de Vallecas,95,2,1,1,1,1,1,0,269000
Piso,Carabanchel,115,4,0,1,1,1,0,1,279000
Piso,Salamanca,402,5,1,1,1,1,0,1,3700000
Piso,Villaverde,75,3,1,0,0,1,0,1,139000
Piso,Moncloa,155,5,1,1,1,1,1,1,750000
Piso,Salamanca,160,3,1,1,1,1,0,1,2250000
Piso,Usera,142,3,0,1,1,1,1,1,242000
Piso,Retiro,112,4,1,1,1,1,0,1,495000
Piso,Centro,20,1,0,1,0,1,0,0,110000
Piso,Salamanca,50,2,0,1,1,1,0,0,260000
Piso,Chamberí,219,5,1,1,1,1,1,1,1008000
Piso,Tetuán,50,1,0,0,0,1,0,0,145000
Piso,Moncloa,142,3,0,1,1,1,1,0,925000
Piso,Tetuán,46,2,1,0,0,1,0,0,198000
Piso,Ciudad Lineal,60,3,0,0,1,0,0,0,182300
Piso,Arganzuela,83,3,0,0,1,0,0,0,347400
Piso,Carabanchel,80,3,1,0,1,0,0,1,204000
Piso,Centro,88,2,1,0,1,1,0,0,899000
Piso,Carabanchel,60,1,0,1,1,1,1,0,195000
Piso,Chamartín,243,5,1,1,1,1,0,1,1390000
Piso,Centro,157,5,1,1,1,1,0,0,859000
Piso,Chamartín,463,4,1,1,1,1,1,1,2500000
Piso,Centro,102,3,0,1,1,1,0,1,365000
Piso,San Blas,117,1,1,1,1,1,1,0,245000
Piso,Chamartín,81,3,1,1,1,1,0,0,530000
Piso,Salamanca,94,4,0,1,1,1,1,0,388531
Piso,Barajas,104,1,1,1,1,1,1,1,365000
Piso,Salamanca,54,1,1,1,0,1,0,0,220000
Piso,Chamberí,450,5,0,1,1,0,1,0,4000000
Piso,Retiro,138,3,1,1,1,0,0,1,884000
Piso,Vicálvaro,92,3,1,0,0,1,0,1,250000
Piso,San Blas,103,3,0,1,1,1,0,1,280000
Piso,Chamartín,48,1,1,1,1,1,0,0,370000
Piso,Chamberí,208,6,1,1,1,0,0,1,999000
Ático,Chamberí,90,2,1,1,0,1,0,1,515000
Piso,Puente de Vallecas,58,2,0,0,0,0,0,0,116000
Piso,Salamanca,98,3,0,0,1,1,0,0,520000
Piso,Retiro,266,3,1,0,1,1,1,1,2850000
Piso,Salamanca,71,2,1,1,1,1,0,0,679000
Piso,Salamanca,165,2,1,1,1,1,1,0,1495000
Piso,Chamartín,290,4,0,1,1,1,0,1,1290000
Piso,Fuencarral,145,3,1,1,1,1,1,0,730000
Piso,Latina,65,3,0,0,0,1,0,1,160000
Ático,Chamartín,62,1,0,1,1,1,0,1,420000
Piso,Centro,41,1,0,0,1,1,0,0,199310
Piso,Puente de Vallecas,123,2,0,0,1,1,0,0,295000
Piso,Centro,320,4,1,1,1,1,1,0,4500000
Ático,Chamartín,332,3,1,1,1,1,1,1,2800000
Piso,Puente de Vallecas,112,4,1,1,0,1,0,1,189990
Piso,Moncloa,170,4,1,1,1,1,0,1,725000
Piso,Tetuán,35,1,0,0,0,1,0,0,179000
Piso,Salamanca,144,3,1,1,1,1,0,1,660000
Piso,Centro,82,2,1,1,0,1,0,1,590000
Piso,Chamberí,69,3,1,1,1,1,0,0,465000
Piso,Arganzuela,62,2,0,0,1,1,0,0,259000
Piso,Salamanca,62,2,1,1,1,1,0,0,469900
Piso,Latina,83,3,1,1,1,1,0,1,170000
Piso,Moncloa,252,5,0,0,1,0,0,0,1300000
Piso,Moratalaz,81,3,0,0,0,1,0,0,280000
Piso,Moncloa,170,4,1,1,1,1,1,0,1390000
Piso,Centro,58,1,0,0,0,0,0,0,150000
Ático,Centro,80,2,1,1,1,1,0,1,980000
Piso,Salamanca,107,3,1,0,1,1,1,0,990000
Piso,Puente de Vallecas,59,2,0,1,1,0,0,1,109000
Piso,Salamanca,89,3,1,1,1,1,0,0,460000
Piso,Hortaleza,90,2,1,1,1,1,0,1,384000
Piso,Carabanchel,54,2,1,0,0,1,0,0,130000
Piso,Salamanca,83,2,1,0,1,1,0,1,849000
Ático,Hortaleza,265,3,0,1,1,1,1,1,1750000
Piso,San Blas,103,4,0,0,0,1,0,1,180000
Piso,Hortaleza,76,2,0,1,1,0,1,0,484900
Piso,Hortaleza,60,2,0,0,0,0,0,1,157600
Piso,Chamartín,137,3,0,1,1,1,0,1,790000
Piso,Retiro,210,3,1,1,1,1,0,0,2250000
Piso,Centro,140,2,1,1,0,1,0,0,895000
Piso,Ciudad Lineal,50,2,0,1,0,1,0,0,178000
Piso,Puente de Vallecas,64,2,0,0,0,1,0,0,158000
Piso,Puente de Vallecas,111,3,1,0,1,1,0,1,256900
Piso,Villaverde,88,2,1,1,0,1,0,0,146000
Piso,Chamberí,31,1,0,1,0,0,0,0,165000
Piso,Hortaleza,158,4,1,1,1,1,1,1,495000
Piso,Usera,59,2,0,0,1,0,0,0,122700
Piso,Tetuán,80,2,1,1,1,1,0,0,250000
Piso,Chamartín,263,3,1,0,1,0,1,0,1445000
Piso,Salamanca,127,3,1,1,1,1,0,0,1050000
Piso,Villaverde,97,4,1,1,1,1,0,0,180000
Piso,Chamberí,90,3,1,0,1,1,0,0,460000
Piso,Centro,100,2,1,1,1,1,0,0,715000
Ático,Tetuán,153,4,1,1,1,1,1,1,680000
Piso,Chamberí,136,3,1,1,1,1,0,1,990000
Piso,Puente de Vallecas,50,1,0,0,1,1,0,0,125000
Piso,Puente de Vallecas,59,3,1,1,1,1,0,1,140000
Piso,Fuencarral,104,2,0,0,1,1,1,0,480000
Piso,Villaverde,63,3,0,0,1,0,0,0,130000
Piso,Carabanchel,77,2,0,0,0,1,0,1,141000
Piso,Centro,90,3,1,1,1,0,0,0,859000
Piso,Arganzuela,142,3,1,1,1,1,1,0,670000
Piso,Ciudad Lineal,71,2,0,0,1,1,0,0,265000
Piso,Moncloa,210,5,0,1,1,1,1,1,985000
Piso,Villa de Vallecas,169,4,1,1,1,1,0,1,428000
Piso,Tetuán,83,2,1,1,1,1,0,1,270000
Piso,Chamberí,197,7,1,1,1,1,0,1,1180000
Piso,San Blas,75,3,0,1,1,0,0,1,262650
Piso,Centro,139,3,1,1,1,1,0,0,670000
Piso,Chamartín,104,3,0,0,1,1,1,1,559500
Piso,Carabanchel,94,3,0,0,1,0,0,1,148000
Piso,Carabanchel,72,2,1,0,0,1,0,1,156000
Piso,Salamanca,233,3,0,1,1,1,0,0,2550000
Piso,Usera,65,2,0,1,0,1,0,0,112900
Piso,Fuencarral,63,3,0,0,0,1,0,0,170000
Piso,Arganzuela,49,2,1,0,1,1,0,0,235100
Piso,Salamanca,106,2,1,0,1,1,1,0,525000
Piso,Villa de Vallecas,57,2,0,1,0,1,0,0,113810
Ático,Ciudad Lineal,215,3,0,0,1,1,1,1,1065000
Piso,Centro,76,1,1,1,1,1,1,0,440000
Piso,Fuencarral,84,2,1,1,1,1,1,0,479000
Piso,Chamberí,153,2,1,0,1,0,0,0,950000
Piso,Carabanchel,50,2,0,0,0,0,0,0,107000
Piso,Barajas,106,3,0,0,0,1,0,1,235000
Piso,Chamberí,134,3,1,0,1,1,0,0,1199000
Piso,Centro,70,2,1,1,1,1,0,1,575500
Piso,Ciudad Lineal,264,5,1,1,1,1,1,1,1150000
Ático,Chamberí,110,3,1,1,1,1,0,1,600000
Piso,Barajas,91,3,1,0,0,0,1,1,249900
Piso,Puente de Vallecas,50,2,1,0,0,1,0,0,123000
Piso,Centro,124,2,0,1,1,1,1,0,590000
Piso,Villaverde,88,3,1,1,0,1,0,0,167000
Piso,San Blas,93,2,1,1,1,1,1,0,336000
Ático,Vicálvaro,103,3,0,0,1,0,1,0,347500
Piso,Carabanchel,76,3,0,0,0,0,0,1,149000
Ático,Salamanca,139,5,0,1,1,1,1,1,940000
Piso,Carabanchel,83,3,0,1,1,1,0,0,295000
Piso,Retiro,324,4,1,1,1,1,1,1,2800000
Piso,Latina,86,3,0,1,1,1,0,1,225000
Piso,Moncloa,145,4,0,1,1,1,0,0,790000
Piso,Latina,76,3,0,1,1,1,0,0,149500
Piso,Carabanchel,67,3,1,0,0,0,0,1,105000
Piso,Centro,124,2,1,1,0,1,0,0,825000
Piso,Tetuán,82,4,0,0,1,1,1,1,395000
Piso,Fuencarral,42,2,0,0,1,1,0,0,260000
Piso,Villa de Vallecas,41,1,0,1,1,1,0,1,132000
Piso,Vicálvaro,61,3,0,0,0,0,0,1,112000
Piso,Centro,107,3,1,0,1,1,0,0,789000
Piso,Chamberí,170,3,1,1,1,1,1,0,1350000
Piso,Ciudad Lineal,75,3,0,1,0,0,0,1,173200
Piso,Chamberí,194,3,1,1,1,1,0,0,1845000
Piso,Moncloa,216,4,1,1,1,1,0,0,1195000
Piso,Moncloa,96,2,1,1,1,1,0,0,380000
Piso,Vicálvaro,122,4,1,1,1,1,1,0,358000
Piso,Salamanca,70,2,1,1,1,0,0,0,1390000
Ático,Tetuán,53,2,1,1,1,1,0,1,345000
Piso,Chamberí,205,4,0,1,1,1,0,0,1400000
Piso,Hortaleza,125,2,1,1,1,1,1,0,585000
Piso,Chamberí,211,7,0,0,1,1,0,0,880000
Piso,Ciudad Lineal,39,1,1,1,0,1,0,0,157500
Piso,Carabanchel,77,2,1,0,1,1,0,1,149900
Piso,Chamberí,65,2,1,1,0,1,0,0,378000
Piso,Salamanca,434,4,1,1,1,0,1,0,4500000
Piso,Chamartín,130,2,1,1,1,0,1,1,1145000
Piso,Moncloa,99,3,0,1,1,1,0,0,495000
Ático,Puente de Vallecas,52,2,0,0,1,1,0,1,142000
Piso,Usera,77,1,0,1,1,1,0,0,189000
Piso,Chamberí,140,3,1,0,1,1,0,0,540000
Piso,Puente de Vallecas,68,1,1,1,1,1,1,1,175000
Piso,Usera,171,3,1,1,1,1,0,0,449000
Piso,Hortaleza,73,3,0,0,1,1,0,0,199000
Piso,Salamanca,132,3,1,1,1,0,0,1,699000
Piso,Retiro,111,3,0,1,1,0,0,1,950000
Piso,Centro,40,1,0,0,1,1,0,0,236000
Piso,Villaverde,76,3,0,0,1,1,0,1,149000
Piso,Tetuán,109,5,0,0,1,0,0,0,510000
Piso,Ciudad Lineal,193,4,1,1,1,1,1,1,889000
Piso,Salamanca,65,2,1,1,1,1,0,0,679000
Piso,Retiro,101,3,1,1,1,1,0,0,530000
Piso,Usera,85,3,1,1,1,1,0,1,289000
Piso,Arganzuela,49,1,0,1,1,0,0,0,224200
Piso,Salamanca,53,1,0,1,1,1,0,0,257000
Piso,Salamanca,140,4,0,0,1,0,0,1,895000
Piso,Ciudad Lineal,55,2,0,1,0,1,0,1,159000
Piso,Moratalaz,93,3,0,1,0,1,0,1,198000
Piso,Chamartín,144,4,1,1,1,1,0,1,699000
Piso,Fuencarral,174,4,0,1,1,1,1,1,750000
Piso,Carabanchel,80,3,1,1,1,1,0,1,285000
Piso,Ciudad Lineal,107,3,0,1,0,1,0,1,265000
Piso,Centro,140,6,0,1,1,1,0,0,650000
